0	1
(-)-9beta-pimara-7,15-dien-19-ol	C[C@]1(CC[C@@H]2C(=CC[C@@H]3[C@@]2(CCC[C@]3(C)CO)C)C1)C=C
(-)-9beta-pimara-7,15-diene	C[C@]1(CC[C@@H]2C(=CC[C@@H]3[C@@]2(CCCC3(C)C)C)C1)C=C
(-)-Carvone	CC1=CC[C@H](CC1=O)C(=C)C
(-)-Citronellol	C[C@@H](CCC=C(C)C)CCO
(-)-Hygrine	CC(=O)C[C@@H]1CCCN1C
(-)-Jasmonic acid	CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)O
(-)-Limonene	CC1=CC[C@H](CC1)C(=C)C
(-)-Maackiain	C1[C@@H]2[C@H](C3=C(O1)C=C(C=C3)O)OC4=CC5=C(C=C24)OCO5
(-)-Maackiain-3-O-glucosyl-6''-O-malonate	C1[C@@H]2[C@H](C3=C(O1)C=C(C=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC(=O)O)O)O)O)OC5=CC6=C(C=C25)OCO6
(-)-Medicocarpin	COC1=CC2=C(C=C1)[C@@H]3COC4=C([C@@H]3O2)C=CC(=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O
(-)-Norephedrine	C[C@@H]([C@@H](C1=CC=CC=C1)O)N
(-)-Pinoresinol	COC1=C(C=CC(=C1)[C@H]2[C@@H]3CO[C@H]([C@@H]3CO2)C4=CC(=C(C=C4)O)OC)O
(-)-Salsolinol	C[C@H]1C2=CC(=C(C=C2CCN1)O)O
(-)-Sedamine	CN1CCCC[C@H]1C[C@@H](C2=CC=CC=C2)O
(-)-Sophorol	C1[C@H](C(=O)C2=C(O1)C=C(C=C2)O)C3=CC4=C(C=C3O)OCO4
(-)-Sparteine	C1CCN2C[C@@H]3C[C@H]([C@H]2C1)CN4[C@H]3CCCC4
(-)-Sparteine	C1CCN2CC3CC(C2C1)CN4C3CCCC4
(-)-Sparteine	C1CCN2C[C@H]3C[C@@H]([C@H]2C1)CN4[C@H]3CCCC4
(-)-Sparteine	C1CCN2C[C@@H]3C[C@H]([C@@H]2C1)CN4[C@H]3CCCC4
(-)-Sparteine	C1CCN2C[C@@H]3C[C@@H]([C@H]2C1)CN4[C@H]3CCCC4
(-)-Sparteine	C1CCN2C[C@@H]3C[C@H]([C@H]2C1)CN4[C@@H]3CCCC4
(-)-Sparteine	C1CCN2CC3CC([C@@H]2C1)CN4[C@H]3CCCC4
(-)-Sparteine	C1CCN2C[C@H]3C[C@H]([C@H]2C1)CN4[C@H]3CCCC4
(-)-Sparteine	C1CCN2CC3CC([C@H]2C1)CN4C3CCCC4
(-)-Vestitol	COC1=CC(=C(C=C1)[C@H]2CC3=C(C=C(C=C3)O)OC2)O
(-)-Vestitone	COC1=CC(=C(C=C1)[C@@H]2COC3=C(C2=O)C=CC(=C3)O)O
(-)-afzelechin	C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC=C(C=C3)O)O
(-)-alpha-Terpineol	CC1=CC[C@H](CC1)C(C)(C)O
(-)-alpha-amorphene	CC1=C[C@H]2[C@@H](CC1)C(=CC[C@H]2C(C)C)C
(-)-alpha-bisabolol	CC1=CC[C@H](CC1)[C@](C)(CCC=C(C)C)O
(-)-alpha-cedrene	C[C@@H]1CC[C@@H]2[C@]13CC=C([C@H](C3)C2(C)C)C
(-)-alpha-copaene	CC1=CC[C@@H]2C3[C@H]1C2(CCC3C(C)C)C
(-)-alpha-copaene	CC1=CCC2C3C1[C@@]2(CCC3C(C)C)C
(-)-alpha-copaene	CC1=CCC2C3C1C2(CCC3C(C)C)C
(-)-alpha-copaene	CC1=CC[C@H]2[C@H]3C1[C@@]2(CCC3C(C)C)C
(-)-alpha-copaene	CC1=CCC2[C@H]3[C@@H]1[C@@]2(CC[C@H]3C(C)C)C
(-)-alpha-cuprenene	CC1=CC=C(CC1)[C@]2(CCCC2(C)C)C
(-)-alpha-gurjunene	C[C@@H]1CC[C@@H]2[C@@H](C2(C)C)C3=C(CC[C@H]13)C
(-)-alpha-gurjunene	C[C@@H]1CC[C@@H]2[C@@H](C2(C)C)C3=C(CCC13)C
(-)-alpha-gurjunene	C[C@@H]1CC[C@H]2[C@H](C2(C)C)C3=C(CCC13)C
(-)-alpha-isocomene	C[C@@H]1CC[C@@]2([C@]13CCC[C@]3(C=C2C)C)C
(-)-alpha-pinene	CC1=CC[C@H]2C[C@@H]1C2(C)C
(-)-alpha-terpineol	CC1=CC[C@H](CC1)C(C)(C)O
(-)-arteannuin B	C[C@@H]1CC[C@H]2C(=C)C(=O)OC23[C@H]1CC[C@@]4([C@H]3O4)C
(-)-beta-caryophyllene	C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C
(-)-beta-curcumene	CC1=CCC(=CC1)[C@H](C)CCC=C(C)C
(-)-beta-elemene	CC(=C)[C@@H]1CC[C@@]([C@@H](C1)C(=C)C)(C)C=C
(-)-beta-pinene	CC1([C@H]2CCC(=C)[C@@H]1C2)C
(-)-beta-santalene	CC(=CCC[C@@]1([C@H]2CC[C@H](C2)C1=C)C)C
(-)-bisdechlorogeodin	CC1=CC(=C2C(=C1)O[C@]3(C2=O)C(=CC(=O)C=C3OC)C(=O)OC)O
(-)-bornane-2,5-dione	CC1(C2CC(=O)C1(CC2=O)C)C
(-)-borneol	C[C@]12CC[C@H](C1(C)C)C[C@H]2O
(-)-borneol	CC1(C2CCC1(C(C2)O)C)C
(-)-borneol	CC1(C2CCC1([C@@H](C2)O)C)C
(-)-borneol	C[C@]12CC[C@@H](C1(C)C)C[C@H]2O
(-)-borneol	C[C@]12CCC(C1(C)C)C[C@@H]2O
(-)-borneol	CC1(C2CCC1([C@H](C2)O)C)C
(-)-borneol	CC1([C@@H]2CCC1([C@H](C2)O)C)C
(-)-borneol	C[C@]12CC[C@H](C1(C)C)CC2O
(-)-borneol	C[C@@]12CCC(C1(C)C)C[C@H]2O
(-)-bornyl diphosphate	C[C@]12CC[C@H](C1(C)C)C[C@H]2OP(=O)(O)OP(=O)(O)O
(-)-bornyl-diphosphate	CC1(C2CCC1(C(C2)OP(=O)([O-])OP(=O)([O-])[O-])C)C
(-)-bursehernin	COC1=C(C=C(C=C1)C[C@@H]2[C@H](COC2=O)CC3=CC4=C(C=C3)OCO4)OC
(-)-camphene	CC1([C@H]2CC[C@H](C2)C1=C)C
(-)-camphor	C[C@]12CC[C@H](C1(C)C)CC2=O
(-)-camphor	CC1(C2CCC1(C(=O)C2)C)C
(-)-camphor	C[C@]12CC[C@@H](C1(C)C)CC2=O
(-)-camphor	C[C@@]12CC[C@H](C1(C)C)CC2=O
(-)-camphor	C[C@]12CCC(C1(C)C)CC2=O
(-)-carvone	CC1=CC[C@H](CC1=O)C(=C)C
(-)-catechin	C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
(-)-cis-carveol	CC1=CC[C@H](C[C@H]1O)C(=C)C
(-)-cis-isopiperitenol	CC1=C[C@H]([C@H](CC1)C(=C)C)O
(-)-cuparene	CC1=CC=C(C=C1)[C@]2(CCCC2(C)C)C
(-)-cyclopenine	CN1C(=O)C2=CC=CC=C2NC(=O)C13C(O3)C4=CC=CC=C4
(-)-cyperene	CC1CCC2CC3=C(CCC13C2(C)C)C
(-)-cyperene	C[C@@H]1CC[C@@H]2CC3=C(CC[C@]13C2(C)C)C
(-)-dehydrodiconiferyl acid	COC1=CC(=CC2=C1O[C@H]([C@@H]2CO)C3=CC(=C(C=C3)O)OC)/C=C/C(=O)[O-]
(-)-dehydrodiconiferyl acid aldehyde	COC1=CC(=CC2=C1O[C@H]([C@@H]2C=O)C3=CC(=C(C=C3)O)OC)/C=C/C(=O)[O-]
(-)-dehydrodiconiferyl acid aldehyde	COC1=CC(=CC2=C1O[C@H]([C@@H]2C=O)C3=CC(=C(C=C3)O)OC)/C=C/C(=O)O
(-)-dehydrodiconiferyl acid aldehyde gem-diol	COC1=CC(=CC2=C1O[C@H]([C@@H]2C(O)O)C3=CC(=C(C=C3)O)OC)/C=C/C(=O)[O-]
(-)-dehydrodiconiferyl acid carboxylate	COC1=CC(=CC2=C1O[C@H]([C@@H]2C(=O)[O-])C3=CC(=C(C=C3)O)OC)/C=C/C(=O)[O-]
(-)-dehydrodiconiferyl alcohol	COC1=CC(=CC2=C1O[C@H]([C@@H]2CO)C3=CC(=C(C=C3)O)OC)/C=C/CO
(-)-dehydrodiconiferyl aldehyde	COC1=CC(=CC2=C1O[C@H]([C@@H]2CO)C3=CC(=C(C=C3)O)OC)/C=C/C=O
(-)-deoxypodophyllotoxin	COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@@H](CC4=CC5=C(C=C24)OCO5)COC3=O
(-)-deoxypodophyllotoxin	COC1=CC(=CC(=C1OC)OC)[C@@H]2[C@H]3[C@H](CC4=CC5=C(C=C24)OCO5)COC3=O
(-)-deoxypodophyllotoxin	COC1=CC(=CC(=C1OC)OC)C2C3C(CC4=CC5=C(C=C24)OCO5)COC3=O
(-)-deoxypodophyllotoxin	COC1=CC(=CC(=C1OC)OC)[C@H]2C3[C@@H](CC4=CC5=C(C=C24)OCO5)COC3=O
(-)-dihydrocarvone	C[C@H]1CC[C@@H](CC1=O)C(=C)C
(-)-drimenol	CC1=CC[C@@H]2[C@@]([C@H]1CO)(CCCC2(C)C)C
(-)-endo-alpha-bergamotene	CC1=CC[C@H]2C[C@@H]1[C@@]2(C)CCC=C(C)C
(-)-endo-fenchol	C[C@]12CC[C@H](C1)C([C@H]2O)(C)C
(-)-ent-copalol	C/C(=C\CO)/CC[C@@H]1C(=C)CC[C@H]2[C@]1(CCCC2(C)C)C
(-)-ent-copalyl diphosphate	C/C(=C\COP(=O)([O-])OP(=O)([O-])[O-])/CC[C@@H]1C(=C)CC[C@H]2[C@]1(CCCC2(C)C)C
(-)-ephedrine	C[C@@H]([C@@H](C1=CC=CC=C1)O)NC
(-)-epiafzelechin	C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC=C(C=C3)O)O
(-)-epicatechin	C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
(-)-epicatechin-3'-O-glucoside	C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O
(-)-epicatechin-3-O-gallate	C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O
(-)-epigallocatechin	C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O
(-)-epigallocatechin-3-O-gallate	C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O
(-)-epipodophyllotoxin	COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O
(-)-exo-3-hydroxycamphor	C[C@]12CC([C@H](C1(C)C)CC2=O)O
(-)-exo-alpha-bergamotene	CC1=CC[C@H]2C[C@@H]1[C@]2(C)CCC=C(C)C
(-)-gallocatechin	C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O
(-)-gallocatechin-3-O-gallate	C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O
(-)-gamma-cadinene	CC1=C[C@H]2[C@H](CC1)C(=C)CC[C@@H]2C(C)C
(-)-geosmin	C[C@H]1CCC[C@@]2([C@@]1(CCCC2)O)C
(-)-germacrene D	C/C/1=C\CCC(=C)/C=C/[C@@H](CC1)C(C)C
(-)-glycinol	C1[C@@]2([C@H](C3=C(O1)C=C(C=C3)O)OC4=C2C=CC(=C4)O)O
(-)-indolactam V	CC(C)[C@H]1C(=O)N[C@@H](CC2=CNC3=C2C(=CC=C3)N1C)CO
(-)-isodihydrocarvone	C[C@@H]1CC[C@@H](CC1=O)C(=C)C
(-)-isopiperitenone	CC1=CC(=O)[C@H](CC1)C(=C)C
(-)-jasmonate	CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)O
(-)-jasmonate	CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)[O-]
(-)-jasmonoyl-L-isoleucine	CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)N[C@@H]([C@@H](C)CC)C(=O)O
(-)-jasmonoyl-L-leucine	CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)NC(CC(C)C)C(=O)[O-]
(-)-jasmonoyl-L-phenylalanine	CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)N[C@@H](CC2=CC=CC=C2)C(=O)[O-]
(-)-jasmonoyl-L-valine	CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)N[C@@H](C(C)C)C(=O)[O-]
(-)-kaurene	C[C@]12CCCC([C@@H]1CC[C@@]34[C@@H]2CC[C@@H](C3)C(=C)C4)(C)C
(-)-kaurene	CC1(CCCC2(C1CCC34C2CCC(C3)C(=C)C4)C)C
(-)-kaurene	CC1(CCCC2([C@@H]1CC[C@]34[C@H]2CC[C@H](C3)C(=C)C4)C)C
(-)-kolavenol	C[C@@H]1CC[C@@]2([C@@H]([C@@]1(C)CC/C(=C/CO)/C)CCC=C2C)C
(-)-kolavenyl diphosphate	C[C@@H]1CC[C@@]2([C@@H]([C@@]1(C)CC/C(=C/COP(=O)([O-])OP(=O)([O-])[O-])/C)CCC=C2C)C
(-)-kolavenyl diphosphate	C[C@@H]1CC[C@@]2([C@@H]([C@@]1(C)CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)CCC=C2C)C
(-)-lariciresinol	COC1=C(C=CC(=C1)C[C@@H]2CO[C@H]([C@@H]2CO)C3=CC(=C(C=C3)O)OC)O
(-)-limonene	CC1=CC[C@H](CC1)C(=C)C
(-)-maackiain	C1[C@@H]2[C@H](C3=C(O1)C=C(C=C3)O)OC4=CC5=C(C=C24)OCO5
(-)-maackiain-3-O-glucoside	C1[C@@H]2[C@H](C3=C(O1)C=C(C=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OC5=CC6=C(C=C25)OCO6
(-)-maackiain-3-O-glucoside-6''-malonate	C1[C@@H]2[C@H](C3=C(O1)C=C(C=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC(=O)[O-])O)O)O)OC5=CC6=C(C=C25)OCO6
(-)-matairesinol	COC1=C(C=CC(=C1)C[C@H]2COC(=O)[C@@H]2CC3=CC(=C(C=C3)O)OC)O
(-)-medicarpin	COC1=CC2=C(C=C1)[C@@H]3COC4=C([C@@H]3O2)C=CC(=C4)O
(-)-medicarpin-3-O-glucoside	COC1=CC2=C(C=C1)[C@@H]3COC4=C([C@@H]3O2)C=CC(=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O
(-)-medicarpin-3-O-glucoside-6''-malonate	COC1=CC2=C(C=C1)[C@@H]3COC4=C([C@@H]3O2)C=CC(=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)CC(=O)[O-])O)O)O
(-)-menthol	C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C
(-)-menthone	C[C@@H]1CC[C@H](C(=O)C1)C(C)C
(-)-menthyl O-beta-D-glucoside	C[C@@H]1CC[C@H]([C@@H](C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(C)C
(-)-menthyl acetate	C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C)C(C)C
(-)-methyl jasmonate	CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)OC
(-)-microperfuranone	C1=CC=C(C=C1)CC2=C(C(=O)OC2O)C3=CC=CC=C3
(-)-norephedrine	C[C@@H]([C@@H](C1=CC=CC=C1)O)N
(-)-perillyl alcohol	CC(=C)[C@H]1CCC(=CC1)CO
(-)-phaseollidin	CC(=CCC1=C(C=CC2=C1O[C@@H]3[C@H]2COC4=C3C=CC(=C4)O)O)C
(-)-phaseollin	CC1(C=CC2=C(O1)C=CC3=C2O[C@@H]4[C@H]3COC5=C4C=CC(=C5)O)C
(-)-pinoresinol	COC1=C(C=CC(=C1)[C@H]2[C@@H]3CO[C@H]([C@@H]3CO2)C4=CC(=C(C=C4)O)OC)O
(-)-pluviatolide	COC1=C(C=CC(=C1)C[C@@H]2[C@H](COC2=O)CC3=CC4=C(C=C3)OCO4)O
(-)-sabinene	CC(C)[C@@]12CCC(=C)[C@@H]1C2
(-)-sativan	COC1=CC(=C(C=C1)[C@H]2CC3=C(C=C(C=C3)O)OC2)OC
(-)-secoisolariciresinol	COC1=C(C=CC(=C1)C[C@@H](CO)[C@@H](CC2=CC(=C(C=C2)O)OC)CO)O
(-)-solanapyrone A	C[C@H]1C=C[C@H]2CCCC[C@H]2[C@@H]1C3=CC(=C(C(=O)O3)C=O)OC
(-)-spiroviolene	C[C@@H]1CC[C@H](C12CC[C@@H]3C2=C[C@@]4([C@H]3C(CC4)(C)C)C)C
(-)-threo-Iso(homo)2-citrate	C(C[C@@H]([C@H](C(=O)O)O)C(=O)O)CC(=O)O
(-)-threo-Iso(homo)3-citrate	C(CCC(=O)O)C[C@@H]([C@H](C(=O)O)O)C(=O)O
(-)-thujan-3-ol	C[C@@H]1[C@@H]2C[C@]2(C[C@@H]1O)C(C)C
(-)-thujan-3-one	C[C@@H]1[C@@H]2C[C@]2(CC1=O)C(C)C
(-)-thujaplicatin	COC1=CC(=CC(=C1O)O)C[C@@H]2[C@H](COC2=O)CC3=CC(=C(C=C3)O)OC
(-)-trans-carveol	CC1=CC[C@H](C[C@@H]1O)C(=C)C
(-)-trans-isopiperitenol	CC1=C[C@@H]([C@H](CC1)C(=C)C)O
(-)-vestitol	COC1=CC(=C(C=C1)[C@H]2CC3=C(C=C(C=C3)O)OC2)O
(-)-vetispiradiene	C[C@@H]1CCC=C([C@]12CC[C@H](C2)C(=C)C)C
(-)-yatein	COC1=CC(=CC(=C1OC)OC)C[C@@H]2[C@H](COC2=O)CC3=CC4=C(C=C3)OCO4
(1'S)-averantin	CCCCC[C@@H](C1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3O)O)O)O
(1'S,5'R)-5'-hydroxyaverantin	C[C@H](CCC[C@@H](C1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3O)O)O)O)O
(1'S,5'R)-hydroxyaverantin	C[C@H](CCC[C@@H](C1=C(C=C2C(=C1[O-])C(=O)C3=C(C2=O)C=C(C=C3O)O)[O-])O)O
(1'S,5'R)-hydroxyaverantin	C[C@H](CCC[C@@H](C1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3O)O)O)O)O
(1'S,5'S)-5'-hydroxyaverantin	C[C@@H](CCC[C@@H](C1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3O)O)O)O)O
(1'S,5'S)-Averufin	C[C@]12CCCC(O1)C3=C(O2)C=C4C(=C3O)C(=O)C5=C(C4=O)C=C(C=C5O)O
(1'S,5'S)-averufin	C[C@]12CCCC(O1)C3=C(O2)C=C4C(=C3O)C(=O)C5=C(C4=O)C=C(C=C5O)O
(1'S,5'S)-hydroxyaverantin	C[C@@H](CCC[C@@H](C1=C(C=C2C(=C1[O-])C(=O)C3=C(C2=O)C=C(C=C3O)O)[O-])O)O
(1'S,5'S)-hydroxyaverantin	C[C@@H](CCC[C@@H](C1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3O)O)O)O)O
(1,3)-beta-xylobiose	C1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)O
(1,3)-beta-xylotetraose	C1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O[C@H]3[C@@H]([C@H]([C@@H](CO3)O)O[C@H]4[C@@H]([C@H]([C@@H](CO4)O)O)O)O)O)O
(1,3)-beta-xylotriose	C1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O[C@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O)O)O
(1,4-alpha-D-galacturonosyl)n	[C@@H]1([C@H]([C@H](O[C@@H]([C@@H]1O)O[C@@H]2[C@@H]([C@H]([C@H](O[C@@H]2C(=O)O)O[C@@H]3[C@@H]([C@H](C(O[C@@H]3C(=O)O)O)O)O)O)O)C(=O)O)O)O
(1->6)-beta-D-galactosylgalactogen	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)O)O)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O)O)O)O)O)O)O
(1-Ribosylimidazole)-4-acetate	C1=C(N=CN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)CC(=O)O
(1-hydroxycyclohexan-1-yl)acetyl-CoA	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)CC4(CCCCC4)O)O
(1-hydroxycyclohexan-1-yl)acetyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC4(CCCCC4)O)O
(10E,12E)-tetradec-10,12-dienoyl-CoA	C/C=C/C=C/CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
(10E,12Z)-10,12-hexadecadienoate	CCC/C=C\C=C\CCCCCCCCC(=O)[O-]
(10E,12Z)-hexadeca-10,12-dienoyl-CoA	CCC/C=C\C=C/CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
(10E,12Z)-hexadeca-10,12-dienoyl-CoA	CCC/C=C\C=C\CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
(10E,12Z)-octadeca-10,12-dienoic acid	CCCCC/C=C\C=C\CCCCCCCCC(=O)O
(10S)-Juvenile hormone III acid diol	C/C(=C\CC/C(=C/C(=O)O)/C)/CC[C@@H](C(C)(C)O)O
(10S)-Juvenile hormone III diol	C/C(=C\CC/C(=C/C(=O)OC)/C)/CC[C@@H](C(C)(C)O)O
(10S)-Juvenile hormone III diol phosphate	C/C(=C\CC/C(=C/C(=O)OC)/C)/CC[C@@H](C(C)(C)O)OP(=O)(O)O
(10aS)-10,10a-Dihydrophenazine-1-carboxylate	C1=CC=C2C(=C1)N[C@@H]3C(=N2)C=CC=C3C(=O)[O-]
(10aS)-10,10a-dihydrophenazine-1-carboxylate	C1=CC=C2C(=C1)N[C@@H]3C(=N2)C=CC=C3C(=O)[O-]
(10bR,4aS)-oxomaritinamine	COC1=C(C=C2CN3CC[C@]4([C@@H]3CC(=O)CC4)C2=C1)O
(10bS, 4aR)-normaritidine	COC1=C(C=C2CN3CC[C@@]4([C@H]3C[C@H](C=C4)O)C2=C1)O
(10bS,4aR)-oxomaritinamine	COC1=C(C=C2CN3CC[C@@]4([C@H]3CC(=O)CC4)C2=C1)O
(11E)-tetradecen-1-yl acetate	CC/C=C/CCCCCCCCCCOC(=O)C
(11E)-tetradecenol	CC/C=C/CCCCCCCCCCO
(11E)-tetradecenoyl-CoA	CC/C=C/CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
(11E)-tetradecenoyl-CoA	CC/C=C/CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
(11R)-dihydroartemisinic alcohol	C[C@@H]1CC[C@H]([C@@H]2[C@H]1CCC(=C2)C)[C@@H](C)CO
(11R)-dihydroartemisinic aldehyde	C[C@@H]1CC[C@H]([C@@H]2[C@H]1CCC(=C2)C)[C@@H](C)C=O
(11Z)-(S)-3-hydroxyhexadec-11-enoyl-CoA	CCCC/C=C\CCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)O
(11Z)-3-oxo-hexadecenoyl-CoA	CCCC/C=C\CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
(11Z)-3-oxoicosa-11-enoyl-CoA	CCCCCCCC/C=C\CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
(11Z)-hexadec-11-enoyl-CoA	CCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
(11Z)-hexadecenoyl-CoA	CCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
(11Z)-icosenoyl-CoA	CCCCCCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
(11Z)-tetradecenol	CC/C=C\CCCCCCCCCCO
(11Z)-tetradecenoyl-CoA	CC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
